,text
59,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
60,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
61,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8126}"
62,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}"
63,"{'neg': 0.1, 'neu': 0.634, 'pos': 0.267, 'compound': 0.5707}"
64,"{'neg': 0.192, 'neu': 0.739, 'pos': 0.069, 'compound': -0.5423}"
65,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
66,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
67,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.2183}"
68,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
69,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
70,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.8481}"
71,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
72,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1779}"
73,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.8555}"
74,"{'neg': 0.0, 'neu': 0.091, 'pos': 0.909, 'compound': 0.875}"
75,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
76,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}"
77,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.3412}"
78,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9039}"
79,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}"
80,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}"
81,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
82,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5719}"
83,"{'neg': 0.252, 'neu': 0.573, 'pos': 0.176, 'compound': -0.25}"
84,"{'neg': 0.044, 'neu': 0.667, 'pos': 0.289, 'compound': 0.8271}"
85,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}"
86,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}"
87,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
88,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}"
89,"{'neg': 0.163, 'neu': 0.741, 'pos': 0.096, 'compound': -0.2263}"
90,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
91,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3566}"
92,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7999}"
93,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
94,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
95,"{'neg': 0.053, 'neu': 0.859, 'pos': 0.088, 'compound': 0.1779}"
96,"{'neg': 0.126, 'neu': 0.814, 'pos': 0.06, 'compound': -0.368}"
97,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
98,"{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.743}"
99,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
100,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
101,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3566}"
102,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
103,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.5106}"
104,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}"
105,"{'neg': 0.087, 'neu': 0.751, 'pos': 0.162, 'compound': 0.2263}"
106,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}"
107,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
108,"{'neg': 0.1, 'neu': 0.793, 'pos': 0.107, 'compound': 0.0382}"
109,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
110,"{'neg': 0.127, 'neu': 0.735, 'pos': 0.137, 'compound': 0.0516}"
111,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
112,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
113,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
114,"{'neg': 0.176, 'neu': 0.694, 'pos': 0.13, 'compound': -0.25}"
115,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.7096}"
116,"{'neg': 0.192, 'neu': 0.739, 'pos': 0.069, 'compound': -0.5423}"
117,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
118,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}"
119,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
121,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
122,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}"
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
126,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}"
127,"{'neg': 0.246, 'neu': 0.601, 'pos': 0.153, 'compound': -0.4019}"
128,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}"
129,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}"
130,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.4215}"
131,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}"
134,"{'neg': 0.244, 'neu': 0.661, 'pos': 0.095, 'compound': -0.5574}"
135,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
136,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.5574}"
137,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.5859}"
138,"{'neg': 0.092, 'neu': 0.795, 'pos': 0.113, 'compound': 0.128}"
139,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
140,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
141,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}"
142,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3612}"
143,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
144,"{'neg': 0.149, 'neu': 0.534, 'pos': 0.317, 'compound': 0.5267}"
145,"{'neg': 0.085, 'neu': 0.643, 'pos': 0.272, 'compound': 0.5672}"
146,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
147,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
148,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.5994}"
149,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.8248}"
150,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
151,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
152,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
154,"{'neg': 0.192, 'neu': 0.739, 'pos': 0.069, 'compound': -0.5423}"
155,"{'neg': 0.135, 'neu': 0.79, 'pos': 0.075, 'compound': -0.368}"
156,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5994}"
157,"{'neg': 0.457, 'neu': 0.543, 'pos': 0.0, 'compound': -0.8126}"
158,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.7351}"
159,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
160,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
161,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}"
162,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.1695}"
163,"{'neg': 0.192, 'neu': 0.739, 'pos': 0.069, 'compound': -0.5423}"
164,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
165,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
166,"{'neg': 0.204, 'neu': 0.612, 'pos': 0.184, 'compound': -0.0772}"
167,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
168,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7999}"
169,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
170,"{'neg': 0.124, 'neu': 0.664, 'pos': 0.212, 'compound': 0.25}"
171,"{'neg': 0.291, 'neu': 0.598, 'pos': 0.112, 'compound': -0.5413}"
172,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}"
173,"{'neg': 0.11, 'neu': 0.718, 'pos': 0.172, 'compound': 0.3182}"
174,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
175,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3566}"
176,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.7783}"
177,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5083}"
179,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
180,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}"
181,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}"
182,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
183,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
184,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
185,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}"
186,"{'neg': 0.117, 'neu': 0.638, 'pos': 0.245, 'compound': 0.34}"
187,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
188,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
189,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3566}"
190,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4215}"
191,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
193,"{'neg': 0.172, 'neu': 0.625, 'pos': 0.203, 'compound': -0.1027}"
194,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
195,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.8168}"
197,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}"
198,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
199,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
200,"{'neg': 0.179, 'neu': 0.717, 'pos': 0.105, 'compound': -0.2182}"
201,"{'neg': 0.102, 'neu': 0.787, 'pos': 0.111, 'compound': 0.0516}"
202,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
203,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
204,"{'neg': 0.45, 'neu': 0.233, 'pos': 0.318, 'compound': -0.1779}"
205,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.9042}"
206,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
207,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
208,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
209,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
210,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.2498}"
212,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.7142}"
213,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
214,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.2144}"
215,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
217,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
219,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.3089}"
220,"{'neg': 0.086, 'neu': 0.658, 'pos': 0.255, 'compound': 0.6249}"
221,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.4836}"
222,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7999}"
223,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}"
226,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2023}"
227,"{'neg': 0.123, 'neu': 0.676, 'pos': 0.2, 'compound': 0.2349}"
228,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}"
229,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}"
230,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.659}"
231,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3566}"
232,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.6249}"
233,"{'neg': 0.106, 'neu': 0.748, 'pos': 0.146, 'compound': 0.2533}"
234,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
235,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}"
236,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.128}"
237,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.7096}"
238,"{'neg': 0.123, 'neu': 0.823, 'pos': 0.054, 'compound': -0.4015}"
239,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}"
240,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6015}"
241,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
242,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
243,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8225}"
244,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
245,"{'neg': 0.282, 'neu': 0.617, 'pos': 0.101, 'compound': -0.6249}"
246,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.34}"
247,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.8745}"
248,"{'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.8402}"
249,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.8543}"
250,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2003}"
251,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.7579}"
252,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}"
253,"{'neg': 0.343, 'neu': 0.404, 'pos': 0.253, 'compound': -0.2263}"
254,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
255,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
256,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
257,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.6425}"
258,"{'neg': 0.207, 'neu': 0.657, 'pos': 0.136, 'compound': -0.34}"
259,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8172}"
260,"{'neg': 0.167, 'neu': 0.567, 'pos': 0.266, 'compound': 0.4215}"
261,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4019}"
262,"{'neg': 0.136, 'neu': 0.662, 'pos': 0.202, 'compound': 0.2263}"
263,"{'neg': 0.437, 'neu': 0.358, 'pos': 0.204, 'compound': -0.5023}"
264,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
265,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.802}"
266,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
267,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5719}"
268,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
270,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
271,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6249}"
272,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.2732}"
273,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
274,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
275,"{'neg': 0.168, 'neu': 0.832, 'pos': 0.0, 'compound': -0.5319}"
276,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}"
277,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}"
278,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
279,"{'neg': 0.1, 'neu': 0.77, 'pos': 0.13, 'compound': 0.1695}"
280,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
281,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}"
283,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
284,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
285,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.516}"
286,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8126}"
287,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}"
288,"{'neg': 0.372, 'neu': 0.628, 'pos': 0.0, 'compound': -0.8271}"
289,"{'neg': 0.119, 'neu': 0.822, 'pos': 0.059, 'compound': -0.3182}"
290,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
291,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5574}"
292,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}"
293,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5719}"
294,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}"
295,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
296,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}"
297,"{'neg': 0.176, 'neu': 0.694, 'pos': 0.13, 'compound': -0.25}"
298,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}"
299,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.7096}"
300,"{'neg': 0.176, 'neu': 0.694, 'pos': 0.13, 'compound': -0.25}"
301,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
302,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
303,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
304,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}"
305,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
306,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
