,text
66,"Sentiment(polarity=-0.4, subjectivity=0.4)"
67,"Sentiment(polarity=0.0, subjectivity=0.0)"
68,"Sentiment(polarity=-0.49999999999999994, subjectivity=0.43333333333333335)"
70,"Sentiment(polarity=0.0, subjectivity=0.25)"
71,"Sentiment(polarity=0.0, subjectivity=0.0)"
72,"Sentiment(polarity=0.0, subjectivity=0.0)"
73,"Sentiment(polarity=0.0, subjectivity=0.0)"
74,"Sentiment(polarity=0.0, subjectivity=0.0)"
75,"Sentiment(polarity=0.0, subjectivity=0.0)"
76,"Sentiment(polarity=0.0, subjectivity=0.0)"
77,"Sentiment(polarity=0.0, subjectivity=0.6666666666666666)"
78,"Sentiment(polarity=0.16517857142857145, subjectivity=0.6151785714285715)"
79,"Sentiment(polarity=0.0, subjectivity=0.0)"
80,"Sentiment(polarity=0.0, subjectivity=0.0)"
81,"Sentiment(polarity=0.06818181818181818, subjectivity=0.2606060606060606)"
82,"Sentiment(polarity=0.0, subjectivity=0.0)"
83,"Sentiment(polarity=0.0, subjectivity=0.0)"
84,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
85,"Sentiment(polarity=0.041666666666666664, subjectivity=0.47916666666666663)"
86,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
87,"Sentiment(polarity=0.0, subjectivity=0.5)"
88,"Sentiment(polarity=0.05, subjectivity=0.35)"
89,"Sentiment(polarity=0.23863636363636365, subjectivity=0.3977272727272727)"
90,"Sentiment(polarity=0.07500000000000001, subjectivity=0.30000000000000004)"
91,"Sentiment(polarity=0.225, subjectivity=0.6)"
92,"Sentiment(polarity=-0.125, subjectivity=0.375)"
93,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)"
94,"Sentiment(polarity=0.0, subjectivity=0.0)"
95,"Sentiment(polarity=-0.1, subjectivity=0.175)"
96,"Sentiment(polarity=0.0, subjectivity=0.5)"
97,"Sentiment(polarity=0.0, subjectivity=0.0)"
98,"Sentiment(polarity=0.0, subjectivity=0.0)"
99,"Sentiment(polarity=0.0, subjectivity=0.0)"
100,"Sentiment(polarity=0.0, subjectivity=0.0)"
101,"Sentiment(polarity=-0.0875, subjectivity=0.35)"
102,"Sentiment(polarity=0.0, subjectivity=0.0)"
103,"Sentiment(polarity=0.55, subjectivity=0.65)"
104,"Sentiment(polarity=-0.2, subjectivity=0.44999999999999996)"
105,"Sentiment(polarity=0.1, subjectivity=1.0)"
106,"Sentiment(polarity=-0.6, subjectivity=0.7)"
107,"Sentiment(polarity=0.0, subjectivity=0.0)"
108,"Sentiment(polarity=-0.3, subjectivity=0.4)"
109,"Sentiment(polarity=0.0, subjectivity=0.0)"
110,"Sentiment(polarity=0.07272727272727272, subjectivity=0.2)"
111,"Sentiment(polarity=0.0, subjectivity=0.0)"
112,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
113,"Sentiment(polarity=0.5, subjectivity=0.9)"
114,"Sentiment(polarity=0.0, subjectivity=0.0)"
115,"Sentiment(polarity=-0.2, subjectivity=0.44999999999999996)"
116,"Sentiment(polarity=0.021645021645021644, subjectivity=0.2380952380952381)"
117,"Sentiment(polarity=0.0, subjectivity=0.0)"
118,"Sentiment(polarity=0.7000000000000001, subjectivity=0.7916666666666666)"
119,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)"
120,"Sentiment(polarity=0.0, subjectivity=0.0)"
121,"Sentiment(polarity=0.0, subjectivity=0.0)"
122,"Sentiment(polarity=0.0, subjectivity=0.0)"
123,"Sentiment(polarity=0.5, subjectivity=0.9)"
124,"Sentiment(polarity=0.0, subjectivity=0.5)"
125,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
126,"Sentiment(polarity=0.0, subjectivity=0.0)"
127,"Sentiment(polarity=0.6, subjectivity=1.0)"
128,"Sentiment(polarity=0.0, subjectivity=0.3)"
129,"Sentiment(polarity=0.0, subjectivity=0.0)"
130,"Sentiment(polarity=0.0, subjectivity=0.0)"
131,"Sentiment(polarity=-0.45, subjectivity=1.0)"
132,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
133,"Sentiment(polarity=0.22727272727272727, subjectivity=0.5454545454545454)"
134,"Sentiment(polarity=0.0, subjectivity=0.0)"
135,"Sentiment(polarity=0.0, subjectivity=0.0)"
136,"Sentiment(polarity=0.0, subjectivity=0.0)"
137,"Sentiment(polarity=0.0, subjectivity=0.0)"
138,"Sentiment(polarity=0.06818181818181818, subjectivity=0.7272727272727273)"
139,"Sentiment(polarity=-0.1, subjectivity=0.175)"
140,"Sentiment(polarity=0.0, subjectivity=0.0)"
141,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)"
142,"Sentiment(polarity=0.0, subjectivity=0.0)"
143,"Sentiment(polarity=-0.03181818181818183, subjectivity=0.42727272727272725)"
144,"Sentiment(polarity=0.35, subjectivity=0.55)"
145,"Sentiment(polarity=-0.35000000000000003, subjectivity=0.6)"
146,"Sentiment(polarity=0.0, subjectivity=0.0)"
147,"Sentiment(polarity=0.0, subjectivity=0.3)"
148,"Sentiment(polarity=0.0, subjectivity=0.0)"
149,"Sentiment(polarity=-0.3, subjectivity=0.6)"
150,"Sentiment(polarity=-0.5, subjectivity=0.3)"
151,"Sentiment(polarity=0.0, subjectivity=0.1)"
152,"Sentiment(polarity=-0.6, subjectivity=1.0)"
153,"Sentiment(polarity=0.03333333333333333, subjectivity=0.17777777777777778)"
154,"Sentiment(polarity=-0.05, subjectivity=0.4)"
155,"Sentiment(polarity=0.4, subjectivity=0.4)"
156,"Sentiment(polarity=0.0, subjectivity=0.0)"
157,"Sentiment(polarity=0.22727272727272727, subjectivity=0.5454545454545454)"
158,"Sentiment(polarity=-0.10714285714285715, subjectivity=0.7178571428571429)"
159,"Sentiment(polarity=0.5, subjectivity=0.5)"
160,"Sentiment(polarity=0.0, subjectivity=0.0)"
161,"Sentiment(polarity=0.5, subjectivity=0.5)"
162,"Sentiment(polarity=-0.3, subjectivity=0.75)"
163,"Sentiment(polarity=0.0, subjectivity=0.0)"
164,"Sentiment(polarity=-0.5, subjectivity=1.0)"
165,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
166,"Sentiment(polarity=0.5, subjectivity=0.5)"
167,"Sentiment(polarity=-0.1, subjectivity=0.05)"
168,"Sentiment(polarity=0.0, subjectivity=0.0)"
169,"Sentiment(polarity=0.0, subjectivity=0.0)"
170,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
171,"Sentiment(polarity=0.35, subjectivity=0.55)"
172,"Sentiment(polarity=0.0, subjectivity=0.0)"
173,"Sentiment(polarity=0.1, subjectivity=0.4)"
174,"Sentiment(polarity=0.0, subjectivity=0.0)"
175,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
176,"Sentiment(polarity=0.8, subjectivity=0.75)"
177,"Sentiment(polarity=0.4, subjectivity=0.8)"
178,"Sentiment(polarity=0.09523809523809523, subjectivity=0.20079365079365077)"
179,"Sentiment(polarity=0.06818181818181818, subjectivity=0.7272727272727273)"
180,"Sentiment(polarity=0.0, subjectivity=0.5)"
181,"Sentiment(polarity=0.0, subjectivity=0.0)"
182,"Sentiment(polarity=0.0, subjectivity=0.0)"
183,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)"
184,"Sentiment(polarity=-0.2, subjectivity=0.6)"
185,"Sentiment(polarity=0.0, subjectivity=0.0)"
186,"Sentiment(polarity=0.05, subjectivity=0.5)"
187,"Sentiment(polarity=0.0, subjectivity=0.0)"
188,"Sentiment(polarity=0.0, subjectivity=0.0)"
189,"Sentiment(polarity=0.125, subjectivity=0.5083333333333333)"
190,"Sentiment(polarity=0.0, subjectivity=0.0)"
191,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
192,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)"
193,"Sentiment(polarity=0.0, subjectivity=0.05)"
194,"Sentiment(polarity=0.0, subjectivity=0.0)"
195,"Sentiment(polarity=0.5, subjectivity=0.5)"
196,"Sentiment(polarity=0.0, subjectivity=0.0)"
197,"Sentiment(polarity=0.0, subjectivity=0.675)"
198,"Sentiment(polarity=0.35, subjectivity=0.65)"
199,"Sentiment(polarity=0.0, subjectivity=0.0)"
200,"Sentiment(polarity=-0.07499999999999998, subjectivity=0.55)"
201,"Sentiment(polarity=-0.3, subjectivity=0.6)"
202,"Sentiment(polarity=-0.4, subjectivity=0.7)"
203,"Sentiment(polarity=0.07272727272727272, subjectivity=0.2)"
204,"Sentiment(polarity=-0.5, subjectivity=0.3)"
205,"Sentiment(polarity=0.0, subjectivity=0.0)"
206,"Sentiment(polarity=-0.3166666666666667, subjectivity=0.3)"
207,"Sentiment(polarity=0.0, subjectivity=0.0)"
208,"Sentiment(polarity=0.1, subjectivity=0.3)"
209,"Sentiment(polarity=0.0, subjectivity=0.0)"
210,"Sentiment(polarity=0.0, subjectivity=0.0)"
211,"Sentiment(polarity=0.0, subjectivity=0.0)"
212,"Sentiment(polarity=0.0, subjectivity=0.0)"
213,"Sentiment(polarity=0.0, subjectivity=0.6)"
214,"Sentiment(polarity=0.0, subjectivity=0.0)"
215,"Sentiment(polarity=0.0, subjectivity=0.6666666666666666)"
216,"Sentiment(polarity=0.0666666666666667, subjectivity=0.4083333333333333)"
217,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
218,"Sentiment(polarity=1.0, subjectivity=0.3)"
219,"Sentiment(polarity=0.1, subjectivity=1.0)"
220,"Sentiment(polarity=0.15000000000000002, subjectivity=0.29166666666666663)"
221,"Sentiment(polarity=0.4, subjectivity=0.4)"
222,"Sentiment(polarity=-0.5, subjectivity=0.3)"
223,"Sentiment(polarity=-0.45, subjectivity=0.6666666666666666)"
224,"Sentiment(polarity=0.0, subjectivity=0.0)"
225,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
226,"Sentiment(polarity=0.4, subjectivity=1.0)"
227,"Sentiment(polarity=-0.25, subjectivity=0.6)"
228,"Sentiment(polarity=0.0, subjectivity=0.0)"
229,"Sentiment(polarity=0.0, subjectivity=1.0)"
230,"Sentiment(polarity=0.0, subjectivity=0.0)"
231,"Sentiment(polarity=-0.3, subjectivity=1.0)"
232,"Sentiment(polarity=0.0, subjectivity=0.0)"
233,"Sentiment(polarity=0.2090909090909091, subjectivity=0.6303030303030304)"
234,"Sentiment(polarity=0.0, subjectivity=0.5333333333333333)"
235,"Sentiment(polarity=0.16666666666666666, subjectivity=0.6333333333333333)"
236,"Sentiment(polarity=0.0, subjectivity=0.0)"
237,"Sentiment(polarity=0.25, subjectivity=0.75)"
238,"Sentiment(polarity=0.2, subjectivity=0.2)"
239,"Sentiment(polarity=-0.3499999999999999, subjectivity=0.5833333333333333)"
240,"Sentiment(polarity=0.1, subjectivity=0.625)"
241,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)"
242,"Sentiment(polarity=0.0, subjectivity=0.0)"
243,"Sentiment(polarity=0.0, subjectivity=0.0)"
244,"Sentiment(polarity=0.13434343434343435, subjectivity=0.6848484848484849)"
245,"Sentiment(polarity=0.0, subjectivity=0.0)"
246,"Sentiment(polarity=0.0, subjectivity=0.0)"
247,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)"
248,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)"
249,"Sentiment(polarity=0.3666666666666667, subjectivity=0.9444444444444445)"
250,"Sentiment(polarity=-0.05, subjectivity=0.15000000000000002)"
251,"Sentiment(polarity=0.0, subjectivity=1.0)"
252,"Sentiment(polarity=0.0, subjectivity=0.0)"
253,"Sentiment(polarity=1.0, subjectivity=0.3)"
254,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)"
255,"Sentiment(polarity=-0.05, subjectivity=0.4)"
256,"Sentiment(polarity=0.0, subjectivity=0.0)"
257,"Sentiment(polarity=0.8, subjectivity=0.75)"
258,"Sentiment(polarity=0.0, subjectivity=0.0)"
259,"Sentiment(polarity=0.30000000000000004, subjectivity=0.7111111111111111)"
260,"Sentiment(polarity=0.0, subjectivity=0.0)"
261,"Sentiment(polarity=0.2, subjectivity=0.5333333333333333)"
262,"Sentiment(polarity=0.0, subjectivity=0.0)"
263,"Sentiment(polarity=0.0, subjectivity=0.0)"
264,"Sentiment(polarity=0.0, subjectivity=0.0)"
265,"Sentiment(polarity=0.0, subjectivity=0.0)"
266,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
267,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
268,"Sentiment(polarity=0.11363636363636363, subjectivity=0.5852272727272727)"
269,"Sentiment(polarity=0.35, subjectivity=0.55)"
270,"Sentiment(polarity=0.25, subjectivity=0.25)"
271,"Sentiment(polarity=0.21212121212121213, subjectivity=0.3515151515151515)"
272,"Sentiment(polarity=0.0, subjectivity=0.0)"
273,"Sentiment(polarity=0.20833333333333334, subjectivity=0.2916666666666667)"
274,"Sentiment(polarity=0.0, subjectivity=0.0)"
275,"Sentiment(polarity=0.0, subjectivity=0.0)"
276,"Sentiment(polarity=-0.03181818181818183, subjectivity=0.42727272727272725)"
277,"Sentiment(polarity=0.0, subjectivity=0.0)"
278,"Sentiment(polarity=0.19999999999999998, subjectivity=0.7666666666666667)"
279,"Sentiment(polarity=0.0, subjectivity=0.0)"
280,"Sentiment(polarity=-0.45, subjectivity=0.6666666666666666)"
281,"Sentiment(polarity=0.3, subjectivity=0.475)"
282,"Sentiment(polarity=0.0, subjectivity=0.0)"
283,"Sentiment(polarity=-0.05, subjectivity=0.4)"
284,"Sentiment(polarity=0.15656565656565655, subjectivity=0.6515151515151515)"
285,"Sentiment(polarity=0.0, subjectivity=0.0)"
286,"Sentiment(polarity=0.0, subjectivity=0.0)"
287,"Sentiment(polarity=0.11818181818181818, subjectivity=0.37727272727272726)"
288,"Sentiment(polarity=0.16666666666666666, subjectivity=0.26666666666666666)"
289,"Sentiment(polarity=0.06818181818181818, subjectivity=0.2606060606060606)"
290,"Sentiment(polarity=0.0, subjectivity=0.0)"
291,"Sentiment(polarity=0.06666666666666667, subjectivity=0.4444444444444444)"
292,"Sentiment(polarity=0.2090909090909091, subjectivity=0.6303030303030304)"
293,"Sentiment(polarity=0.0, subjectivity=0.0)"
294,"Sentiment(polarity=-0.23333333333333334, subjectivity=0.4666666666666667)"
295,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
296,"Sentiment(polarity=0.25, subjectivity=0.4074074074074074)"
297,"Sentiment(polarity=0.0, subjectivity=0.0)"
298,"Sentiment(polarity=0.0, subjectivity=0.1)"
299,"Sentiment(polarity=0.0, subjectivity=0.0)"
300,"Sentiment(polarity=0.0, subjectivity=0.0)"
301,"Sentiment(polarity=-0.26666666666666666, subjectivity=0.43333333333333335)"
302,"Sentiment(polarity=0.0, subjectivity=0.0)"
303,"Sentiment(polarity=-0.7999999999999999, subjectivity=1.0)"
304,"Sentiment(polarity=-0.049999999999999996, subjectivity=0.4333333333333333)"
305,"Sentiment(polarity=0.4, subjectivity=1.0)"
306,"Sentiment(polarity=-0.5, subjectivity=0.3)"
307,"Sentiment(polarity=0.0, subjectivity=1.0)"
308,"Sentiment(polarity=0.4, subjectivity=0.4)"
309,"Sentiment(polarity=-0.1, subjectivity=0.2)"
310,"Sentiment(polarity=0.0, subjectivity=0.0)"
311,"Sentiment(polarity=-0.7142857142857143, subjectivity=0.8571428571428571)"
312,"Sentiment(polarity=0.35, subjectivity=0.65)"
313,"Sentiment(polarity=0.0, subjectivity=0.0)"
314,"Sentiment(polarity=0.0, subjectivity=0.0)"
315,"Sentiment(polarity=0.0, subjectivity=0.0)"
316,"Sentiment(polarity=-0.7142857142857143, subjectivity=0.8571428571428571)"
317,"Sentiment(polarity=0.0, subjectivity=0.0)"
318,"Sentiment(polarity=0.0, subjectivity=0.0)"
319,"Sentiment(polarity=0.0, subjectivity=0.0)"
320,"Sentiment(polarity=0.5, subjectivity=0.5)"
321,"Sentiment(polarity=0.0, subjectivity=0.0)"
322,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
323,"Sentiment(polarity=0.0, subjectivity=0.0)"
324,"Sentiment(polarity=-0.2, subjectivity=0.6)"
325,"Sentiment(polarity=0.19999999999999998, subjectivity=0.7666666666666667)"
326,"Sentiment(polarity=0.375, subjectivity=0.9444444444444444)"
327,"Sentiment(polarity=0.2, subjectivity=0.4)"
328,"Sentiment(polarity=0.0, subjectivity=1.0)"
329,"Sentiment(polarity=0.0, subjectivity=0.0)"
330,"Sentiment(polarity=0.25, subjectivity=0.5)"
331,"Sentiment(polarity=0.0, subjectivity=0.0)"
332,"Sentiment(polarity=-0.2, subjectivity=0.6)"
333,"Sentiment(polarity=0.2, subjectivity=0.2)"
334,"Sentiment(polarity=-0.35000000000000003, subjectivity=0.6)"
335,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
336,"Sentiment(polarity=0.4, subjectivity=1.0)"
337,"Sentiment(polarity=0.0, subjectivity=0.0)"
338,"Sentiment(polarity=-0.14166666666666666, subjectivity=0.2916666666666667)"
339,"Sentiment(polarity=0.0, subjectivity=0.0)"
340,"Sentiment(polarity=0.0, subjectivity=0.0)"
341,"Sentiment(polarity=0.0, subjectivity=0.0)"
342,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
343,"Sentiment(polarity=0.2090909090909091, subjectivity=0.6303030303030304)"
344,"Sentiment(polarity=0.0, subjectivity=0.0)"
345,"Sentiment(polarity=0.0, subjectivity=0.25)"
346,"Sentiment(polarity=0.0, subjectivity=0.0)"
347,"Sentiment(polarity=0.0, subjectivity=0.0)"
348,"Sentiment(polarity=0.0, subjectivity=0.0)"
349,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
350,"Sentiment(polarity=0.0, subjectivity=0.3)"
351,"Sentiment(polarity=0.0, subjectivity=0.0)"
352,"Sentiment(polarity=0.0, subjectivity=0.0)"
353,"Sentiment(polarity=0.0, subjectivity=0.0)"
354,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
355,"Sentiment(polarity=0.0, subjectivity=0.0)"
356,"Sentiment(polarity=0.06818181818181818, subjectivity=0.2606060606060606)"
357,"Sentiment(polarity=0.0, subjectivity=0.0)"
358,"Sentiment(polarity=0.1541666666666667, subjectivity=0.7999999999999999)"
359,"Sentiment(polarity=-0.3125, subjectivity=0.3375)"
360,"Sentiment(polarity=0.0, subjectivity=0.0)"
361,"Sentiment(polarity=0.0, subjectivity=0.0)"
362,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
363,"Sentiment(polarity=0.0, subjectivity=0.0)"
364,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
365,"Sentiment(polarity=0.0, subjectivity=0.2)"
366,"Sentiment(polarity=0.0, subjectivity=0.0)"
367,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
368,"Sentiment(polarity=0.0, subjectivity=0.0)"
369,"Sentiment(polarity=0.4, subjectivity=1.0)"
370,"Sentiment(polarity=0.25, subjectivity=0.45)"
371,"Sentiment(polarity=0.0, subjectivity=0.0)"
372,"Sentiment(polarity=0.0, subjectivity=0.0)"
373,"Sentiment(polarity=0.0, subjectivity=0.3)"
374,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5)"
375,"Sentiment(polarity=0.30000000000000004, subjectivity=0.7111111111111111)"
376,"Sentiment(polarity=0.0, subjectivity=0.0)"
377,"Sentiment(polarity=0.0, subjectivity=0.0)"
378,"Sentiment(polarity=0.6, subjectivity=0.9)"
379,"Sentiment(polarity=0.07272727272727272, subjectivity=0.2)"
380,"Sentiment(polarity=0.0, subjectivity=0.0)"
381,"Sentiment(polarity=-0.15, subjectivity=0.3)"
382,"Sentiment(polarity=0.0, subjectivity=0.0)"
383,"Sentiment(polarity=0.0, subjectivity=0.0)"
384,"Sentiment(polarity=-0.3, subjectivity=0.6)"
385,"Sentiment(polarity=0.1, subjectivity=0.4)"
386,"Sentiment(polarity=0.0, subjectivity=0.0)"
387,"Sentiment(polarity=-0.0625, subjectivity=0.2125)"
388,"Sentiment(polarity=0.0, subjectivity=0.0)"
389,"Sentiment(polarity=0.0, subjectivity=0.0)"
390,"Sentiment(polarity=0.0, subjectivity=0.0)"
391,"Sentiment(polarity=-0.14583333333333331, subjectivity=0.4041666666666667)"
392,"Sentiment(polarity=0.0, subjectivity=0.0)"
393,"Sentiment(polarity=0.25, subjectivity=0.25)"
394,"Sentiment(polarity=0.8, subjectivity=0.75)"
395,"Sentiment(polarity=0.0, subjectivity=0.0)"
396,"Sentiment(polarity=-0.056249999999999994, subjectivity=0.55625)"
397,"Sentiment(polarity=-0.22424242424242427, subjectivity=0.7151515151515152)"
398,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
399,"Sentiment(polarity=-0.1, subjectivity=0.1)"
400,"Sentiment(polarity=0.0, subjectivity=0.0)"
401,"Sentiment(polarity=0.0, subjectivity=0.0)"
402,"Sentiment(polarity=0.0, subjectivity=0.0)"
403,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
404,"Sentiment(polarity=0.0, subjectivity=0.0)"
405,"Sentiment(polarity=0.0, subjectivity=0.0)"
406,"Sentiment(polarity=-0.8, subjectivity=1.0)"
407,"Sentiment(polarity=0.2333333333333333, subjectivity=0.688888888888889)"
408,"Sentiment(polarity=0.0, subjectivity=0.0)"
409,"Sentiment(polarity=0.0, subjectivity=0.25)"
410,"Sentiment(polarity=0.13333333333333333, subjectivity=0.6166666666666667)"
411,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.11666666666666667)"
412,"Sentiment(polarity=0.0, subjectivity=0.0)"
413,"Sentiment(polarity=-0.5, subjectivity=1.0)"
414,"Sentiment(polarity=0.5, subjectivity=0.5)"
415,"Sentiment(polarity=0.0, subjectivity=0.0)"
416,"Sentiment(polarity=0.0, subjectivity=0.0)"
417,"Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)"
418,"Sentiment(polarity=-0.2, subjectivity=0.4)"
419,"Sentiment(polarity=0.0, subjectivity=0.0)"
420,"Sentiment(polarity=-0.2, subjectivity=0.4)"
421,"Sentiment(polarity=0.0, subjectivity=0.0)"
422,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)"
423,"Sentiment(polarity=0.0, subjectivity=0.0)"
424,"Sentiment(polarity=0.0, subjectivity=0.0)"
425,"Sentiment(polarity=0.4333333333333333, subjectivity=0.7333333333333333)"
426,"Sentiment(polarity=0.65, subjectivity=0.6444444444444444)"
427,"Sentiment(polarity=-0.36666666666666664, subjectivity=0.45555555555555555)"
428,"Sentiment(polarity=0.15, subjectivity=0.6)"
429,"Sentiment(polarity=0.55, subjectivity=0.65)"
430,"Sentiment(polarity=0.0, subjectivity=0.0)"
431,"Sentiment(polarity=0.0, subjectivity=0.0)"
432,"Sentiment(polarity=0.0, subjectivity=0.0)"
433,"Sentiment(polarity=0.1, subjectivity=0.4)"
434,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
435,"Sentiment(polarity=0.0, subjectivity=0.25)"
436,"Sentiment(polarity=-0.75, subjectivity=0.2)"
437,"Sentiment(polarity=0.0, subjectivity=0.1923076923076923)"
438,"Sentiment(polarity=0.2090909090909091, subjectivity=0.6303030303030304)"
